ID;ID_On_Plate;Random_ID;Experimentor;Testing_Date;Plate;Weight_mg;Colour;Moisture;Lab_Comment
12040533;16;556;;;19;106;;3;
12041835;17;557;;;19;102,9;;3;
75010036;18;558;;;19;105;;3;
12041336;19;559;;;19;118,8;;4;
12040125;20;560;;;19;109,4;;4;
12041989;21;561;;;19;120;;3;
12041921;22;562;;;19;108,4;;3;
12041554;23;563;;;19;108,2;;3;
12041920;24;564;;;19;93,6;;3;
21090670;25;565;;;19;83;;4;
12042576;26;566;;;19;111,6;;4;
12040658;27;567;;;19;105,2;;4;
12042336;28;568;;;19;NA;;NA;
12040887;29;569;;;19;106;;4;
12041720;30;570;;;19;96,9;;3;
Ctrl_plt19;Control;Ctrl_plt19;;;19;66,7;;NA;
12040661;1;571;;;20;127,8;;3;
12041214;2;572;;;20;110,7;;4;
21090191;3;573;;;20;121,2;;4;
12042618;4;574;;;20;94,5;;3;
12040491;5;575;;;20;109,2;;3;
12041898;6;576;;;20;104,3;;4;
12042562;7;577;;;20;;;;
12040324;8;578;;;20;;;;
12040585;9;579;;;20;;;;
12040112;10;580;;;20;;;;
12041889;11;581;;;20;;;;
12041893;12;582;;;20;;;;
21090384;13;583;;;20;;;;
12041531;14;584;;;20;;;;
12042455;15;585;;;20;;;;
12042116;16;586;;;20;;;;
12040271;17;587;;;20;;;;
12040944;18;588;;;20;;;;
71010033;19;589;;;20;;;;
12041633;20;590;;;20;;;;
21090273;21;591;;;20;;;;
12040472;22;592;;;20;;;;
12041463;23;593;;;20;;;;
12040955;24;594;;;20;;;;
12042113;25;595;;;20;;;;
12042636;26;596;;;20;;;;
21090711;27;597;;;20;;;;
12041825;28;598;;;20;;;;
12041238;29;599;;;20;;;;
12040489;30;600;;;20;;;;
Ctrl_plt20;Control;Ctrl_plt20;;;20;66,7;;;
12042158;1;601;;;21;;;;
12040961;2;602;;;21;;;;
12040135;3;603;;;21;;;;
12040618;4;604;;;21;;;;
12041757;5;605;;;21;;;;
12040264;6;606;;;21;;;;
75010027;7;607;;;21;;;;
12042447;8;608;;;21;;;;
12040954;9;609;;;21;;;;
12040296;10;610;;;21;;;;
12040795;11;611;;;21;;;;
12041851;12;612;;;21;;;;
12042501;13;613;;;21;;;;
12041037;14;614;;;21;;;;
12041361;15;615;;;21;;;;
12042510;16;616;;;21;;;;
12041716;17;617;;;21;;;;
12040534;18;618;;;21;;;;
12040180;19;619;;;21;;;;
12040283;20;620;;;21;;;;
21090534;21;621;;;21;;;;
12041692;22;622;;;21;;;;
12042586;23;623;;;21;;;;
12040743;24;624;;;21;;;;
12040346;25;625;;;21;;;;
12040431;26;626;;;21;;;;
21090942;27;627;;;21;;;;
12042323;28;628;;;21;;;;
12042209;29;629;;;21;;;;
12040577;30;630;;;21;;;;
Ctrl_plt21;Control;Ctrl_plt21;;;22;66,7;;;
12041622;1;631;;;22;;;;
21090599;2;632;;;22;;;;
21090040;3;633;;;22;;;;
12041689;4;634;;;22;;;;
12040928;5;635;;;22;;;;
12040765;6;636;;;22;;;;
12042312;7;637;;;22;;;;
12040068;8;638;;;22;;;;
12040840;9;639;;;22;;;;
12041299;10;640;;;22;;;;
21090293;11;641;;;22;;;;
12040650;12;642;;;22;;;;
12041755;13;643;;;22;;;;
12041104;14;644;;;22;;;;
21090576;15;645;;;22;;;;
12041904;16;646;;;22;;;;
12040407;17;647;;;22;;;;
12041008;18;648;;;22;;;;
12040671;19;649;;;22;;;;
12041648;20;650;;;22;;;;
12041461;21;651;;;22;;;;
12040591;22;652;;;22;;;;
12041782;23;653;;;22;;;;
12040190;24;654;;;22;;;;
12042454;25;655;;;22;;;;
12041909;26;656;;;22;;;;
12041003;27;657;;;22;;;;
12042152;28;658;;;22;;;;
12040874;29;659;;;22;;;;
21090435;30;660;;;22;;;;
Ctrl_plt22;Control;Ctrl_plt22;;;22;66,7;;;
21090429;1;661;;;23;;;;
12040114;2;662;;;23;;;;
12041101;3;663;;;23;;;;
21090375;4;664;;;23;;;;
12042418;5;665;;;23;;;;
21090355;6;666;;;23;;;;
12040880;7;667;;;23;;;;
21090852;8;668;;;23;;;;
12042579;9;669;;;23;;;;
12041190;10;670;;;23;;;;
21090946;11;671;;;23;;;;
12040148;12;672;;;23;;;;
21090850;13;673;;;23;;;;
12041524;14;674;;;23;;;;
12041484;15;675;;;23;;;;
12042638;16;676;;;23;;;;
12041836;17;677;;;23;;;;
12042548;18;678;;;23;;;;
12041517;19;679;;;23;;;;
12040430;20;680;;;23;;;;
21090723;21;681;;;23;;;;
12040152;22;682;;;23;;;;
12041696;23;683;;;23;;;;
12041886;24;684;;;23;;;;
12040572;25;685;;;23;;;;
12040093;26;686;;;23;;;;
12042362;27;687;;;23;;;;
12041703;28;688;;;23;;;;
21090045;29;689;;;23;;;;
12042143;30;690;;;23;;;;
Ctrl_plt23;Control;Ctrl_plt23;;;23;66,7;;;
12041849;1;691;;;24;;;;
12040050;2;692;;;24;;;;
12041817;3;693;;;24;;;;
21090394;4;694;;;24;;;;
12040820;5;695;;;24;;;;
12041212;6;696;;;24;;;;
12041441;7;697;;;24;;;;
21090096;8;698;;;24;;;;
12042419;9;699;;;24;;;;
12040538;10;700;;;24;;;;
12042550;11;701;;;24;;;;
12041728;12;702;;;24;;;;
12040959;13;703;;;24;;;;
12040169;14;704;;;24;;;;
12040856;15;705;;;24;;;;
12042409;16;706;;;24;;;;
12040270;17;707;;;24;;;;
12040842;18;708;;;24;;;;
12042450;19;709;;;24;;;;
12041743;20;710;;;24;;;;
12041257;21;711;;;24;;;;
12040674;22;712;;;24;;;;
12040239;23;713;;;24;;;;
21090587;24;714;;;24;;;;
12042384;25;715;;;24;;;;
12041772;26;716;;;24;;;;
12042580;27;717;;;24;;;;
12041367;28;718;;;24;;;;
12041853;29;719;;;24;;;;
12040086;30;720;;;24;;;;
Ctrl_plt24;Control;Ctrl_plt24;;;24;66,7;;;
12041705;1;721;;;25;;;;
12040766;2;722;;;25;;;;
12041829;3;723;;;25;;;;
12040363;4;724;;;25;;;;
12040191;5;725;;;25;;;;
12042122;6;726;;;25;;;;
12042338;7;727;;;25;;;;
75010008;8;728;;;25;;;;
12041263;9;729;;;25;;;;
12041054;10;730;;;25;;;;
12041756;11;731;;;25;;;;
71010032;12;732;;;25;;;;
12041637;13;733;;;25;;;;
12040923;14;734;;;25;;;;
21090681;15;735;;;25;;;;
12040806;16;736;;;25;;;;
12041778;17;737;;;25;;;;
12040168;18;738;;;25;;;;
71010063;19;739;;;25;;;;
12041450;20;740;;;25;;;;
12042148;21;741;;;25;;;;
12041701;22;742;;;25;;;;
12041064;23;743;;;25;;;;
12040394;24;744;;;25;;;;
21090100;25;745;;;25;;;;
12042502;26;746;;;25;;;;
21090369;27;747;;;25;;;;
12041657;28;748;;;25;;;;
12040635;29;749;;;25;;;;
71010069;30;750;;;25;;;;
Ctrl_plt25;Control;Ctrl_plt25;;;25;66,7;;;
12042393;1;751;;;26;;;;
12040664;2;752;;;26;;;;
21090609;3;753;;;26;;;;
21090751;4;754;;;26;;;;
12041823;5;755;;;26;;;;
21090948;6;756;;;26;;;;
12042172;7;757;;;26;;;;
12041732;8;758;;;26;;;;
12041042;9;759;;;26;;;;
12040082;10;760;;;26;;;;
12041337;11;761;;;26;;;;
12042126;12;762;;;26;;;;
12040160;13;763;;;26;;;;
12041985;14;764;;;26;;;;
12042542;15;765;;;26;;;;
12041971;16;766;;;26;;;;
12042387;17;767;;;26;;;;
12041581;18;768;;;26;;;;
21090431;19;769;;;26;;;;
12041224;20;770;;;26;;;;
12041398;21;771;;;26;;;;
12040281;22;772;;;26;;;;
12041326;23;773;;;26;;;;
21090198;24;774;;;26;;;;
12041797;25;775;;;26;;;;
12040633;26;776;;;26;;;;
12041049;27;777;;;26;;;;
12042317;28;778;;;26;;;;
21090661;29;779;;;26;;;;
12041766;30;780;;;26;;;;
Ctrl_plt26;Control;Ctrl_plt26;;;26;66,7;;;
12041339;1;781;;;27;;;;
12040432;2;782;;;27;;;;
21090284;3;783;;;27;;;;
21090945;4;784;;;27;;;;
12041996;5;785;;;27;;;;
71010029;6;786;;;27;;;;
12041242;7;787;;;27;;;;
12041845;8;788;;;27;;;;
12041664;9;789;;;27;;;;
21090379;10;790;;;27;;;;
21090610;11;791;;;27;;;;
12040339;12;792;;;27;;;;
12042110;13;793;;;27;;;;
12041834;14;794;;;27;;;;
12041390;15;795;;;27;;;;
12041580;16;796;;;27;;;;
12040673;17;797;;;27;;;;
12041979;18;798;;;27;;;;
12042456;19;799;;;27;;;;
21090373;20;800;;;27;;;;
12041957;21;801;;;27;;;;
71010034;22;802;;;27;;;;
12041407;23;803;;;27;;;;
21090659;24;804;;;27;;;;
12041804;25;805;;;27;;;;
12041435;26;806;;;27;;;;
12041819;27;807;;;27;;;;
75010014;28;808;;;27;;;;
12041988;29;809;;;27;;;;
12041807;30;810;;;27;;;;
Ctrl_plt27;Control;Ctrl_plt27;;;27;66,7;;;
21090268;1;811;;;28;;;;
21090179;2;812;;;28;;;;
12041293;3;813;;;28;;;;
12040179;4;814;;;28;;;;
21090600;5;815;;;28;;;;
12041030;6;816;;;28;;;;
21090428;7;817;;;28;;;;
21090573;8;818;;;28;;;;
21090872;9;819;;;28;;;;
12041015;10;820;;;28;;;;
12040860;11;821;;;28;;;;
12041431;12;822;;;28;;;;
12040759;13;823;;;28;;;;
21090046;14;824;;;28;;;;
12040970;15;825;;;28;;;;
21090887;16;826;;;28;;;;
12040608;17;827;;;28;;;;
21090913;18;828;;;28;;;;
71010019;19;829;;;28;;;;
12041479;20;830;;;28;;;;
12040455;21;831;;;28;;;;
12041204;22;832;;;28;;;;
12041808;23;833;;;28;;;;
12041405;24;834;;;28;;;;
12041245;25;835;;;28;;;;
12041923;26;836;;;28;;;;
12040280;27;837;;;28;;;;
12042319;28;838;;;28;;;;
12040917;29;839;;;28;;;;
12041262;30;840;;;28;;;;
Ctrl_plt28;Control;Ctrl_plt28;;;28;66,7;;;
12041935;1;841;;;29;;;;
12041725;2;842;;;29;;;;
12041278;3;843;;;29;;;;
12041735;4;844;;;29;;;;
21090879;5;845;;;29;;;;
21090927;6;846;;;29;;;;
12040076;7;847;;;29;;;;
12041331;8;848;;;29;;;;
21090934;9;849;;;29;;;;
21090164;10;850;;;29;;;;
12041136;11;851;;;29;;;;
12041385;12;852;;;29;;;;
12041704;13;853;;;29;;;;
12042345;14;854;;;29;;;;
12041655;15;855;;;29;;;;
12042205;16;856;;;29;;;;
12042327;17;857;;;29;;;;
71010036;18;858;;;29;;;;
12041736;19;859;;;29;;;;
12040123;20;860;;;29;;;;
21090578;21;861;;;29;;;;
12041800;22;862;;;29;;;;
12042241;23;863;;;29;;;;
12041492;24;864;;;29;;;;
12040886;25;865;;;29;;;;
12040769;26;866;;;29;;;;
12040109;27;867;;;29;;;;
21090064;28;868;;;29;;;;
12040814;29;869;;;29;;;;
12041801;30;870;;;29;;;;
Ctrl_plt29;Control;Ctrl_plt29;;;29;66,7;;;
12040482;1;871;;;30;;;;
12041528;2;872;;;30;;;;
12041975;3;873;;;30;;;;
12041253;4;874;;;30;;;;
12041981;5;875;;;30;;;;
21090165;6;876;;;30;;;;
12041812;7;877;;;30;;;;
12041949;8;878;;;30;;;;
12042154;9;879;;;30;;;;
12040986;10;880;;;30;;;;
21090352;11;881;;;30;;;;
12041353;12;882;;;30;;;;
12040800;13;883;;;30;;;;
12042551;14;884;;;30;;;;
12041803;15;885;;;30;;;;
12040652;16;886;;;30;;;;
12040249;17;887;;;30;;;;
12041350;18;888;;;30;;;;
12041186;19;889;;;30;;;;
12041220;20;890;;;30;;;;
12042329;21;891;;;30;;;;
12041442;22;892;;;30;;;;
12042368;23;893;;;30;;;;
12041061;24;894;;;30;;;;
12040475;25;895;;;30;;;;
12040861;26;896;;;30;;;;
12042483;27;897;;;30;;;;
12041259;28;898;;;30;;;;
12041667;29;899;;;30;;;;
12042637;30;900;;;30;;;;
Ctrl_plt30;Control;Ctrl_plt30;;;30;66,7;;;
12040976;1;901;;;31;;;;
12040371;2;902;;;31;;;;
12041493;3;903;;;31;;;;
12040457;4;904;;;31;;;;
12042591;5;905;;;31;;;;
12042627;6;906;;;31;;;;
12040438;7;907;;;31;;;;
12042606;8;908;;;31;;;;
75010032;9;909;;;31;;;;
12040469;10;910;;;31;;;;
12041244;11;911;;;31;;;;
12041818;12;912;;;31;;;;
21090603;13;913;;;31;;;;
12040788;14;914;;;31;;;;
12042339;15;915;;;31;;;;
12042476;16;916;;;31;;;;
12040973;17;917;;;31;;;;
12041419;18;918;;;31;;;;
12041609;19;919;;;31;;;;
12040178;20;920;;;31;;;;
21090181;21;921;;;31;;;;
12041666;22;922;;;31;;;;
12041143;23;923;;;31;;;;
75010034;24;924;;;31;;;;
12042374;25;925;;;31;;;;
12042340;26;926;;;31;;;;
12042141;27;927;;;31;;;;
12040151;28;928;;;31;;;;
12041940;29;929;;;31;;;;
12040483;30;930;;;31;;;;
Ctrl_plt31;Control;Ctrl_plt31;;;31;66,7;;;
12040651;1;931;;;32;;;;
12042574;2;932;;;32;;;;
12040450;3;933;;;32;;;;
12040785;4;934;;;32;;;;
12040980;5;935;;;32;;;;
12042621;6;936;;;32;;;;
12041246;7;937;;;32;;;;
12041305;8;938;;;32;;;;
12040400;9;939;;;32;;;;
12042202;10;940;;;32;;;;
12041340;11;941;;;32;;;;
12040297;12;942;;;32;;;;
12040091;13;943;;;32;;;;
21090366;14;944;;;32;;;;
12042324;15;945;;;32;;;;
12041482;16;946;;;32;;;;
12041842;17;947;;;32;;;;
12041761;18;948;;;32;;;;
12042328;19;949;;;32;;;;
12042605;20;950;;;32;;;;
71010047;21;951;;;32;;;;
12040415;22;952;;;32;;;;
12040747;23;953;;;32;;;;
12040508;24;954;;;32;;;;
12041025;25;955;;;32;;;;
21090399;26;956;;;32;;;;
12041362;27;957;;;32;;;;
12042478;28;958;;;32;;;;
12041618;29;959;;;32;;;;
21090416;30;960;;;32;;;;
Ctrl_plt32;Control;Ctrl_plt32;;;32;66,7;;;
12041515;1;961;;;33;;;;
12041682;2;962;;;33;;;;
12042589;3;963;;;33;;;;
12040896;4;964;;;33;;;;
12042599;5;965;;;33;;;;
12041987;6;966;;;33;;;;
12040321;7;967;;;33;;;;
21090687;8;968;;;33;;;;
12040267;9;969;;;33;;;;
21090579;10;970;;;33;;;;
75010001;11;971;;;33;;;;
12041810;12;972;;;33;;;;
12041719;13;973;;;33;;;;
12041284;14;974;;;33;;;;
12041874;15;975;;;33;;;;
12040487;16;976;;;33;;;;
12042392;17;977;;;33;;;;
21090572;18;978;;;33;;;;
21090536;19;979;;;33;;;;
12042405;20;980;;;33;;;;
12041180;21;981;;;33;;;;
12041404;22;982;;;33;;;;
12041733;23;983;;;33;;;;
12040303;24;984;;;33;;;;
12042495;25;985;;;33;;;;
21090192;26;986;;;33;;;;
12041530;27;987;;;33;;;;
21090622;28;988;;;33;;;;
21090423;29;989;;;33;;;;
12041739;30;990;;;33;;;;
Ctrl_plt33;Control;Ctrl_plt33;;;33;66,7;;;
12041024;1;991;;;34;;;;
21090561;2;992;;;34;;;;
12040578;3;993;;;34;;;;
21090535;4;994;;;34;;;;
21090067;5;995;;;34;;;;
12041932;6;996;;;34;;;;
12041118;7;997;;;34;;;;
21090161;8;998;;;34;;;;
12041432;9;999;;;34;;;;
12040941;10;1000;;;34;;;;
21090691;11;1001;;;34;;;;
12041233;12;1002;;;34;;;;
12042453;13;1003;;;34;;;;
21090765;14;1004;;;34;;;;
12042473;15;1005;;;34;;;;
12042313;16;1006;;;34;;;;
21090065;17;1007;;;34;;;;
75010017;18;1008;;;34;;;;
21090552;19;1009;;;34;;;;
12041764;20;1010;;;34;;;;
12041268;21;1011;;;34;;;;
21090717;22;1012;;;34;;;;
12041691;23;1013;;;34;;;;
12040116;24;1014;;;34;;;;
12041287;25;1015;;;34;;;;
12040757;26;1016;;;34;;;;
21090432;27;1017;;;34;;;;
12040268;28;1018;;;34;;;;
12041859;29;1019;;;34;;;;
12040762;30;1020;;;34;;;;
Ctrl_plt34;Control;Ctrl_plt34;;;34;66,7;;;
12041096;1;1021;;;35;;;;
12042163;2;1022;;;35;;;;
12040639;3;1023;;;35;;;;
12042364;4;1024;;;35;;;;
12041723;5;1025;;;35;;;;
12041939;6;1026;;;35;;;;
75010029;7;1027;;;35;;;;
12041827;8;1028;;;35;;;;
12041168;9;1029;;;35;;;;
12042167;10;1030;;;35;;;;
12040059;11;1031;;;35;;;;
12041264;12;1032;;;35;;;;
21090043;13;1033;;;35;;;;
12042401;14;1034;;;35;;;;
12040563;15;1035;;;35;;;;
12041374;16;1036;;;35;;;;
12042633;17;1037;;;35;;;;
12042394;18;1038;;;35;;;;
12040647;19;1039;;;35;;;;
21090874;20;1040;;;35;;;;
12042129;21;1041;;;35;;;;
12041265;22;1042;;;35;;;;
12040776;23;1043;;;35;;;;
12042565;24;1044;;;35;;;;
12041365;25;1045;;;35;;;;
12042496;26;1046;;;35;;;;
12041019;27;1047;;;35;;;;
75010031;28;1048;;;35;;;;
12042416;29;1049;;;35;;;;
12041824;30;1050;;;35;;;;
Ctrl_plt35;Control;Ctrl_plt35;;;35;66,7;;;
21090574;1;1051;;;36;;;;
12040134;2;1052;;;36;;;;
12042422;3;1053;;;36;;;;
12042389;4;1054;;;36;;;;
12042437;5;1055;;;36;;;;
12041235;6;1056;;;36;;;;
12040568;7;1057;;;36;;;;
12040425;8;1058;;;36;;;;
12040084;9;1059;;;36;;;;
21090748;10;1060;;;36;;;;
12042337;11;1061;;;36;;;;
12042444;12;1062;;;36;;;;
21090351;13;1063;;;36;;;;
12041955;14;1064;;;36;;;;
12041929;15;1065;;;36;;;;
12040975;16;1066;;;36;;;;
12041992;17;1067;;;36;;;;
12042147;18;1068;;;36;;;;
12040615;19;1069;;;36;;;;
12040517;20;1070;;;36;;;;
12041409;21;1071;;;36;;;;
12042142;22;1072;;;36;;;;
12041195;23;1073;;;36;;;;
12042144;24;1074;;;36;;;;
21090706;25;1075;;;36;;;;
12040772;26;1076;;;36;;;;
12040589;27;1077;;;36;;;;
21090063;28;1078;;;36;;;;
21090936;29;1079;;;36;;;;
12040916;30;1080;;;36;;;;
Ctrl_plt36;Control;Ctrl_plt36;;;36;66,7;;;
12042216;1;1081;;;37;;;;
21090557;2;1082;;;37;;;;
12041205;3;1083;;;37;;;;
12040253;4;1084;;;37;;;;
12040113;5;1085;;;37;;;;
12042343;6;1086;;;37;;;;
21090693;7;1087;;;37;;;;
71010059;8;1088;;;37;;;;
12040606;9;1089;;;37;;;;
12040771;10;1090;;;37;;;;
12040494;11;1091;;;37;;;;
12040792;12;1092;;;37;;;;
12041795;13;1093;;;37;;;;
75010015;14;1094;;;37;;;;
21090039;15;1095;;;37;;;;
12040381;16;1096;;;37;;;;
21090418;17;1097;;;37;;;;
12041737;18;1098;;;37;;;;
12040974;19;1099;;;37;;;;
12041588;20;1100;;;37;;;;
12040395;21;1101;;;37;;;;
12041440;22;1102;;;37;;;;
12041999;23;1103;;;37;;;;
12042155;24;1104;;;37;;;;
12041281;25;1105;;;37;;;;
12040261;26;1106;;;37;;;;
12041324;27;1107;;;37;;;;
21090154;28;1108;;;37;;;;
12041177;29;1109;;;37;;;;
12041745;30;1110;;;37;;;;
Ctrl_plt37;Control;Ctrl_plt37;;;37;66,7;;;
21090183;1;1111;;;38;;;;
12040522;2;1112;;;38;;;;
12041438;3;1113;;;38;;;;
21090290;4;1114;;;38;;;;
12041871;5;1115;;;38;;;;
12042441;6;1116;;;38;;;;
12040648;7;1117;;;38;;;;
12040464;8;1118;;;38;;;;
12040587;9;1119;;;38;;;;
12041934;10;1120;;;38;;;;
12042251;11;1121;;;38;;;;
12041455;12;1122;;;38;;;;
21090548;13;1123;;;38;;;;
12041231;14;1124;;;38;;;;
12040130;15;1125;;;38;;;;
12040565;16;1126;;;38;;;;
12040646;17;1127;;;38;;;;
21090849;18;1128;;;38;;;;
21090353;19;1129;;;38;;;;
21090767;20;1130;;;38;;;;
12041396;21;1131;;;38;;;;
12042318;22;1132;;;38;;;;
12041002;23;1133;;;38;;;;
12042475;24;1134;;;38;;;;
12042403;25;1135;;;38;;;;
21090760;26;1136;;;38;;;;
71010048;27;1137;;;38;;;;
12040613;28;1138;;;38;;;;
12042371;29;1139;;;38;;;;
12041290;30;1140;;;38;;;;
Ctrl_plt38;Control;Ctrl_plt38;;;38;66,7;;;
12041924;1;1141;;;39;;;;
12042461;2;1142;;;39;;;;
12040865;3;1143;;;39;;;;
71010057;4;1144;;;39;;;;
12042218;5;1145;;;39;;;;
21090090;6;1146;;;39;;;;
12041882;7;1147;;;39;;;;
12040666;8;1148;;;39;;;;
12042171;9;1149;;;39;;;;
12042489;10;1150;;;39;;;;
21090041;11;1151;;;39;;;;
12042135;12;1152;;;39;;;;
12041286;13;1153;;;39;;;;
12040610;14;1154;;;39;;;;
21090381;15;1155;;;39;;;;
12041378;16;1156;;;39;;;;
12040051;17;1157;;;39;;;;
21090069;18;1158;;;39;;;;
12040142;19;1159;;;39;;;;
12041294;20;1160;;;39;;;;
12041175;21;1161;;;39;;;;
21090091;22;1162;;;39;;;;
21090175;23;1163;;;39;;;;
12041421;24;1164;;;39;;;;
12040372;25;1165;;;39;;;;
12041250;26;1166;;;39;;;;
12041349;27;1167;;;39;;;;
12041830;28;1168;;;39;;;;
12042132;29;1169;;;39;;;;
12041330;30;1170;;;39;;;;
Ctrl_plt39;Control;Ctrl_plt39;;;39;66,7;;;
12040141;1;1171;;;40;;;;
71010031;2;1172;;;40;;;;
12040463;3;1173;;;40;;;;
12040406;4;1174;;;40;;;;
12041412;5;1175;;;40;;;;
12041179;6;1176;;;40;;;;
12041925;7;1177;;;40;;;;
12040521;8;1178;;;40;;;;
12041966;9;1179;;;40;;;;
12042159;10;1180;;;40;;;;
21090079;11;1181;;;40;;;;
12041223;12;1182;;;40;;;;
12041548;13;1183;;;40;;;;
12040642;14;1184;;;40;;;;
12040901;15;1185;;;40;;;;
12042498;16;1186;;;40;;;;
12041192;17;1187;;;40;;;;
12041899;18;1188;;;40;;;;
12041995;19;1189;;;40;;;;
21090732;20;1190;;;40;;;;
12040605;21;1191;;;40;;;;
21090444;22;1192;;;40;;;;
12040746;23;1193;;;40;;;;
12041312;24;1194;;;40;;;;
12042609;25;1195;;;40;;;;
12041594;26;1196;;;40;;;;
12042177;27;1197;;;40;;;;
71010001;28;1198;;;40;;;;
12041983;29;1199;;;40;;;;
12042610;30;1200;;;40;;;;
Ctrl_plt40;Control;Ctrl_plt40;;;40;66,7;;;
12040630;1;1201;;;41;;;;
12042622;2;1202;;;41;;;;
12040492;3;1203;;;41;;;;
12041366;4;1204;;;41;;;;
12040781;5;1205;;;41;;;;
12041460;6;1206;;;41;;;;
71010027;7;1207;;;41;;;;
12041623;8;1208;;;41;;;;
12041308;9;1209;;;41;;;;
12040335;10;1210;;;41;;;;
12040181;11;1211;;;41;;;;
12042469;12;1212;;;41;;;;
12041738;13;1213;;;41;;;;
12040443;14;1214;;;41;;;;
12041586;15;1215;;;41;;;;
12041157;16;1216;;;41;;;;
12042125;17;1217;;;41;;;;
12040779;18;1218;;;41;;;;
12040581;19;1219;;;41;;;;
12041291;20;1220;;;41;;;;
12041234;21;1221;;;41;;;;
12041452;22;1222;;;41;;;;
12041255;23;1223;;;41;;;;
12042390;24;1224;;;41;;;;
12040821;25;1225;;;41;;;;
21090568;26;1226;;;41;;;;
12042432;27;1227;;;41;;;;
71010044;28;1228;;;41;;;;
12040855;29;1229;;;41;;;;
12041847;30;1230;;;41;;;;
Ctrl_plt41;Control;Ctrl_plt41;;;41;66,7;;;
12041428;1;1231;;;42;;;;
12041481;2;1232;;;42;;;;
12040525;3;1233;;;42;;;;
12041556;4;1234;;;42;;;;
12040593;5;1235;;;42;;;;
12041892;6;1236;;;42;;;;
12041016;7;1237;;;42;;;;
12041193;8;1238;;;42;;;;
12041108;9;1239;;;42;;;;
12041976;10;1240;;;42;;;;
12041959;11;1241;;;42;;;;
12040409;12;1242;;;42;;;;
12042583;13;1243;;;42;;;;
12042555;14;1244;;;42;;;;
12040774;15;1245;;;42;;;;
12040421;16;1246;;;42;;;;
12042452;17;1247;;;42;;;;
12041680;18;1248;;;42;;;;
12040665;19;1249;;;42;;;;
21090546;20;1250;;;42;;;;
12042459;21;1251;;;42;;;;
12040460;22;1252;;;42;;;;
21090692;23;1253;;;42;;;;
12042417;24;1254;;;42;;;;
12041758;25;1255;;;42;;;;
12040081;26;1256;;;42;;;;
12041671;27;1257;;;42;;;;
12042370;28;1258;;;42;;;;
12041232;29;1259;;;42;;;;
21090668;30;1260;;;42;;;;
Ctrl_plt42;Control;Ctrl_plt42;;;42;66,7;;;
12041429;1;1261;;;43;;;;
12040982;2;1262;;;43;;;;
12041903;3;1263;;;43;;;;
12042412;4;1264;;;43;;;;
12040359;5;1265;;;43;;;;
12042467;6;1266;;;43;;;;
12042414;7;1267;;;43;;;;
12041444;8;1268;;;43;;;;
12041320;9;1269;;;43;;;;
12042406;10;1270;;;43;;;;
12041768;11;1271;;;43;;;;
12041876;12;1272;;;43;;;;
12041967;13;1273;;;43;;;;
21090928;14;1274;;;43;;;;
12042398;15;1275;;;43;;;;
12041258;16;1276;;;43;;;;
21090042;17;1277;;;43;;;;
12041217;18;1278;;;43;;;;
12040099;19;1279;;;43;;;;
12041746;20;1280;;;43;;;;
12041911;21;1281;;;43;;;;
12041855;22;1282;;;43;;;;
12040996;23;1283;;;43;;;;
12041363;24;1284;;;43;;;;
12040997;25;1285;;;43;;;;
21090376;26;1286;;;43;;;;
21090617;27;1287;;;43;;;;
12041360;28;1288;;;43;;;;
12040858;29;1289;;;43;;;;
12040507;30;1290;;;43;;;;
Ctrl_plt43;Control;Ctrl_plt43;;;43;66,7;;;
12040824;1;1291;;;44;;;;
12042499;2;1292;;;44;;;;
12040987;3;1293;;;44;;;;
12041709;4;1294;;;44;;;;
21090719;5;1295;;;44;;;;
12040110;6;1296;;;44;;;;
21090297;7;1297;;;44;;;;
71010006;8;1298;;;44;;;;
12041894;9;1299;;;44;;;;
21090073;10;1300;;;44;;;;
12040758;11;1301;;;44;;;;
12042372;12;1302;;;44;;;;
12040756;13;1303;;;44;;;;
12040625;14;1304;;;44;;;;
12041578;15;1305;;;44;;;;
12041905;16;1306;;;44;;;;
12042434;17;1307;;;44;;;;
12040326;18;1308;;;44;;;;
12042488;19;1309;;;44;;;;
12042404;20;1310;;;44;;;;
12042468;21;1311;;;44;;;;
21090086;22;1312;;;44;;;;
12040819;23;1313;;;44;;;;
12042257;24;1314;;;44;;;;
12040364;25;1315;;;44;;;;
12042363;26;1316;;;44;;;;
21090166;27;1317;;;44;;;;
12041075;28;1318;;;44;;;;
12041219;29;1319;;;44;;;;
12040302;30;1320;;;44;;;;
Ctrl_plt44;Control;Ctrl_plt44;;;44;66,7;;;
12041086;1;1321;;;45;;;;
12040877;2;1322;;;45;;;;
12041747;3;1323;;;45;;;;
12042173;4;1324;;;45;;;;
12041298;5;1325;;;45;;;;
12042247;6;1326;;;45;;;;
12041373;7;1327;;;45;;;;
71010058;8;1328;;;45;;;;
12040098;9;1329;;;45;;;;
12042477;10;1330;;;45;;;;
12040422;11;1331;;;45;;;;
12042482;12;1332;;;45;;;;
12040449;13;1333;;;45;;;;
12040071;14;1334;;;45;;;;
12040938;15;1335;;;45;;;;
21090596;16;1336;;;45;;;;
21090594;17;1337;;;45;;;;
21090597;18;1338;;;45;;;;
12041301;19;1339;;;45;;;;
12040609;20;1340;;;45;;;;
12041759;21;1341;;;45;;;;
12041230;22;1342;;;45;;;;
12041166;23;1343;;;45;;;;
12041169;24;1344;;;45;;;;
